ward	name
1 - Andeniya	Manthilaka Mudiyanselage Ramyasiri Manthilaka
2 - Sirimalgoda	Rathnayaka Mudiyanselage Premalatha
3 - Dhamanwara	Arumepparum Ovitage Asanka Sajeeva
4 - Kendagolla	Galbokka Hewage Sumedha Gunarathna De Silwa
5 - Thelbedda Estate	Shanmugam Suppaiya
6 - Wewessa	Govindharaj Ramachandran
7 - Vineethagama	Thondila Hewage Sampath Chandana Sujeewa De Silva
8 - Udawela	Hansakodi Viyanage Kulathunga Wijesingha
9 - Rambukpotha	Rathnayaka Mudiyanselage Chathura Dharshana Kumara Rathnayaka
10 - Gllen Elpin	Siwaraman Sridharan
