ward	name
1 - Kanagarayankulam North - Mannakulam	Aswedagedra Sehan Sandes Bandara
2 - Kanagarayankulam South	Welgamage Pushpakumara Welgamage
3 - Sinnadamban - Nainamadu	Madhusha Sewwandi Senarathne
4 - Kulavisuddan - Maraviluppai	Marasinghe Mudhiyanselage Ayesha Kumari
5 - Nedunkeny	Weragodage Amila Lakmal
6 - Olumadu - Maamadu	Pitiye Gedara Lahiru Sampath Kumarasiri
7 - Puliyankulam North and South	Hettiarachchige Dinesh Karunathilaka
8 - Paranthan - Anantharpuliyankulam	-
9 - Oonchalkaddy - Maruthodai	-
10 - Paddikkudiyiruppu - Katkulam	Subramaniyam Sothilingam
11 - Gayabapura - Monarawewa	Gonkaralage Suranga Mahesh Kumara Patrick
12 - Kalyanaoura Village	Adhikari Appuhamilage Nirosha
13 - Eththaweddunuwewa	Basnayake Mudiyanselage Samarasinghe Basnayake
14 - Sampathnuwara	Neththasingha Appuhamilage Dhammika Kumara Neththasingha
