ward	name
1 - Adikarigama	Palle Gedara Susantha Kumara
2 - Hakuruthale	Hitihamilage Gunasena
3 - Malulla	Dissanayake Mudiyanselage Nadeesha Himarshani Dissanayake
4 - Sangarajagama	Ketakandure Gedara Upasena
5 - Hanguranketha	Perumbuli Arachchige Janaka Chaminda Perumbuli Arachchi
6 - Unanthenna	Dorakada Kumbure Gedara Jayawardhana
7 - Rikillagaskada	Manannalage Piyarathna Banda
8 - Madanwala	Mudannayake Mudiyanselage Dissanayake
9 - Udawaththa	Dissanayake Mudiyanselage Thotupale Gedara Ranasinghe Banda
10 - Happawara	Polwaththe Gedara Kusumalatha
11 - Makuruppa	Subasinghe Mudiyanselage Medagedara Rukman Dissanayake
12 - Uthalumada	Hewapannage Christopher Rathnayake
13 - Poramadulla	Rajaguru Wijesundara Karunathilaka Wasala Mudiyanselage Labuthala Walawwe Gamini Prasanna Premarathna
14 - Gannewa	Jayasekara Mudiyanselage Assaddume Gedara Malika Jayasekara
15 - Karaamidula	Wijesinghe Arachchige Asitha Ruwan Kumara Wijesinghe
16 - Rahathungoda	Abeykoon Mudiyanselage Mallika Priyangani Manike Abeykoon
17 - Dehipe	Wickramasinghe Mudiyanselage Rajarathna Banda
18 - Idampitiya	Godakumbure Gedara Kularathne
19 - Mooloya	Sellamuththu Kamaladasan
20 - Hope	Ponnaiya Krishnaraj
21 - Elamulla	Kelekoralalage Gedara Jayalath Chamika Bandara Koralage
22 - Mathurata	Meegaswaththe Dissanayake Mudiyanselage Roshan Palitha Kumara Meegaswaththe
23 - Gonapitiya	Idame Koralalage Sarathchandra
24 - Mandaram Nuwara	Koawaththe Mankada Gedara Chandrasiri Bandara Koswaththa
