ward	name
1 - Adikarigama	Herath Gedra Nalin Saman Kumara Herath
2 - Hakuruthale	Chandana Priyantha Upul Bandara Disanayaka
3 - Malulla	Dissanayaka Mudiyanselage Piumi Achalanka Dissanayaka
4 - Sangarajagama	Perumbuli Arachchige Hemasiri Karunathilaka
5 - Hanguranketha	Yapapatuna Kanagarathna Mudiyanselage Nishantha Abenayaka
6 - Unanthenna	Abekoon Mudiyanselage Silawansha Bandara Abekoon Unanthanna
7 - Rikillagaskada	Dissanayaka Mudiyanselage Ranil Srinath Dissanayaka
8 - Madanwala	Weerasekara Mudiyanselage Shantha Kumara Weerasekara
9 - Udawaththa	Karunarathna Mudiyanselage Daya Nandani
10 - Happawara	Samarakoon Mudiyanselage Agalamulle Gedra Kudabanda Dissanayaka
11 - Makuruppa	Aththanayaka Mudiyanselage Nirosha Nayanangani Aththanayaka
12 - Uthalumada	Walahena Mudiyanselage Chandana Bandara
13 - Poramadulla	Basnayaka Mudiyanselage Upul Kumara Basnayaka
14 - Gannewa	Hunkiri Mudiyanselage Aluthgedra Duminda Nalin AluthGedra
15 - Karaamidula	Dehipe gedra Kuda Banda
16 - Rahathungoda	Ranbanduwe Gedra Rohana Samanthilaka
17 - Dehipe	Hindagoda Mudiyanselage Gamini Hindagoda
18 - Idampitiya	Metiwala Walauwe Abekoon Banda
19 - Mooloya	Thulukkan Kumarawel
20 - Hope	Irusan Imeyakanthan
21 - Elamulla	Marabedda Rathnayaka Mudiyanselage Senavirathna
22 - Mathurata	Aluthgedra Rathnayaka Mudiyanselage Namal Senarath Kumara Rathnayaka
23 - Gonapitiya	Rajakulendra Githanjali Rajakulendra
24 - Mandaram Nuwara	Aluth Gedara Rathnayaka Mudiyanselage Mithripala Rathnayaka
