ward	name
1 -	Dehinga Sri Lal Silva
2 -	Thanthri Arachchillage Swarna Gunadasa
3 -	Aluthdura Pathiranage Darshana Dulanjya Hemachandra
4 -	Nemindra Sesathpura
5 -	Weerathungage Ranaweera
6 -	Bothalage Jeram Harold Riyanzi Fernando
7 -	Mannamarakkalage Champika Priyadarshani Cooray
8 -	Nuwarapaksha Paranawithanage Prasad Priyankara
9 -	Demataheththage Anusha Dilhani
10 -	Yodha Pedige Shyamali Weeratunga
11 -	Uduwela Lekamalage Budhadasa Herath
12 -	Gagabadayalage Ebert Ranasinghe
13 -	Balasuriya Kankanamalage Manjula Krishantha
14 -	Henarath Mohottilage Wasantha Jagath Kumara
15 -	Ratnayake Mudiyanselage Chamindu Hansana Ratnayake
16 -	Kadawath Pedige Ranasinghe
17 -	Wagapedige Karunanayake
18 -	Wijesooriya Gunawardhena Mahawaduge Sajiwa Perera
19 -	Waga Pedige Chinthaka Sandaruwan Karunanayake
20 -	Wanigasinghe Arachchige Anil Sisira Kumara Wanigasinghe
21 -	Balasooriya Mudiyanselage Yasathilaka
22 -	Dona Pathmawathi Munasinghe
23 -	Samanweera Mudalige Lalith Ravindra
24 -	Kumarage Don Daminda Pushpa Kumara
25 -	Halamba Arachchi Appuhamilage Don Nandana Niroshana Jayaratne
26 -	Amarasinghe Arachchige Harshana Asanka
27 -	Edirisinghe Arachchige Nishantha Niroshan
28 -	Nishshankage Palitha Shelton
