ward	name
1 - Jalthara	Kankanige Kelum Piyankara
2 - Atigala	Jayalath Achchige Priyantha Pushpa Kumara
3 - Watareka	Wadduwage Kreshan Gayantha
4 - Meegoda	Katuwawalage Don Kamal Chandana
5 - Nawalamulla	Koralalage Akila Sanjeewa Koralalage
6 - Mullegama	Sampath Chaminda Jayasinghe
7 - Homagama	Mathara Achchi Widanalage Donal Nilantha
8 - Galawilawattha	Perumbuli Achchige Sumathipala
9 - Panagoda	Asha Shriyanthi Mayadunna
10 - Godagama	Warusha Hannadige Wikum Kithsiri Dewapriya De Zoysa
11 - Owitigama	Hewawasam Puwakpitiyage Ranjith Nihal
12 - Madulawa	Game Kankanamage Tamani Lanka Prasadini
13 - Dampe	Lishantha Thilanka Kumara Ranasinghe
14 - Pitipana	Matharage Jayanath Samantha Kumara
15 - Kiriberiyakele	Meepalage Lal Chandra
16 - Uduwana	Meepagalage Ruwan Kumara Prera
17 - Magammana	Gardige Wasam Chandani Kumari Kularathne
18 - Hiripitiya	Gorakapitiyage Chaminda Aruna Shantha
19 - Siddhamulla	Disanayake Mudiyanselage Wimalawathi
20 - Maththegoda Gama	Kalukapuge Dickson Gamini
21 - Maththegoda Central	Milan Achchige Don Asanka Nandana Srinath
22 - Siyambalagoda	Uduwanage Don Mahinda
23 - Diyagama	Galhenage Pradeep Indika Perera
24 - Dolahena	Nawimana Gamage Mallika Piyarathne
25 - Kiriwaththuduwa	Mapatunage Don Sumudu Priyantha
26 - Kahathuduwa	Kalukapuge Samantha Kumara
27 - Wethara	Wijekoon Mudiyanselage Ajith Prema Kumar
28 - Palagama	Ileperuma Achchige Bandula Ranjan Ileperuma
