ward	name
1 - Jalthara	Ruvini Pabasara Katugampala
2 - Atigala	Welihena Epage Achala Sandarenu
3 - Watareka	Hewawasam Puwakpitiyage Pethum Lakshan
4 - Meegoda	Thommage Ishan Shamika Kumarasinghe
5 - Nawalamulla	Sarikkalige Lahiru Sanjaya
6 - Mullegama	Uduwanage Saman Kumara
7 - Homagama	Malnaidelage Darshana Madhusanka
8 - Galawilawattha	Malwaththa Mohottige Wajith Dilshan
9 - Panagoda	Indika Nilushi Walisinghe
10 - Godagama	Palihana Wlawwe Wickramasinghe Mudiyanselage Isuru Sampath Marassana
11 - Owitigama	Kathri Achchige Manjula Pradeep
12 - Madulawa	Kodithuwakku Arachchige Narmada Lanka Kodithuwakku
13 - Dampe	Kande Arachchige Jesni Pujadi Saubhagya
14 - Pitipana	Kathri Achchige Dushan Chamila Kumara
15 - Kiriberiyakele	Ranasighe Gamaralalage Ravidu Sammana
16 - Uduwana	Polwaththe Lekamlage Waruna Darshika Karunarathna
17 - Magammana	Dompeyalage Menaka Sandaruwan
18 - Hiripitiya	Galagedarage Don Ravindra Lal
19 - Siddhamulla	Dewage Chalitha Priyabhashana
20 - Maththegoda Gama	Wathukarage Kapila Nuwan Premasiri
21 - Maththegoda Central	Gamage Isuru Giwantha Perera
22 - Siyambalagoda	Handunkiri Kumarasingha Mudiyanselage Manjula Kithsiri Kumarasingha
23 - Diyagama	Hathwellage Ranjan Nandalal
24 - Dolahena	Aminda Lahiru Priyasad Senarath Rathnayaka
25 - Kiriwaththuduwa	Modara Arachchige Chanaka Pradip
26 - Kahathuduwa	Hettiarachchi Inura Ramesh Kalansooriya
27 - Wethara	Saranga Prasad Lokuge
28 - Palagama	Wanni Arachchilage Keshan Kaushika
