ward	name
1 - Jalthara	Mahabalage Don Milinda Madushankha
2 - Atigala	Mohottigama Herath Mudiyanselage Wathsala Udayanga
3 - Watareka	Mahinda Dahanayaka
4 - Meegoda	Wickramasinghe Appuhamilage Dayarathna
5 - Nawalamulla	Singankutti Arachchige Sumedha Bimsara Perera
6 - Mullegama	Rathna Kumara Hewa Kottage
7 - Homagama	Wariyapperuma Kankanamalage Rathnasiri
8 - Galawilawattha	Ketanwila Liyanage Dushmantha Heshan
9 - Panagoda	Dehiwalage Saman Sujeewa Kumara
10 - Godagama	Batugoda Gedara Palitha Rathna Jayagoda
11 - Owitigama	Laksala Pathmadasa
12 - Madulawa	Vidyarathna Ganithayalage Udawewe Gedara Srimathi Vidyarathna
13 - Dampe	Dona Dewuni Nilanka Liayanage
14 - Pitipana	Walimuni Nihal Fonseka
15 - Kiriberiyakele	Hathamunage Malshan Maduwantha
16 - Uduwana	Yasith Maduranga Meepagala
17 - Magammana	Neel Chandana Meepagalage
18 - Hiripitiya	Wedikkarage Yamuna Priyanthi
19 - Siddhamulla	Buddhika Pandula Yapa
20 - Maththegoda Gama	Hawpe Gamage Champika Shiran
21 - Maththegoda Central	Weerasinghe Mudiyanselage Manjula Prasad Bandara
22 - Siyambalagoda	Disanayaka Arachchillage Sasindu Maduranga
23 - Diyagama	Elpitiya Badalge Roshan B Elpitiya
24 - Dolahena	Aluthgedara Disanayaka
25 - Kiriwaththuduwa	Medawewegedara Jayantha Siri Medawewa
26 - Kahathuduwa	Hewa Kumasaru Waravitage Shiranka Pushpa Kumari
27 - Wethara	Athukoralalage Don Dhammika Udaya Kumara
28 - Palagama	Medawewe Gedara Chahuranga Sadakelum Medawewa
