ward	name
1 - Pelwatta	Nikawela Hingahaluge Ranjith
2 - Yudaganawa	Rathnayaka Mudiyanselage Darshana Sampath Kumara
3 - Udagama	Madduma Enderage Lishan Chandana
4 - Medagama	Konara Mudiyanselage Karunadasa
5 - Gaminipura	Habaraduwa Peellage Rupika Sandya
6 - Maligawila	Konara Mudiyanselage Chaminda Bandara
7 - Okkampittiya	Warusha Hennadige Wikkrama Soysa
8 - Gonagangara	Rajapaksha Dewayalage Ajith Pathmasiri
9 - Puhulkotuwa	Dissanayaka Mudiyanselage Siriwardhana
10 - Mahasenpura	Karunagoda Mudalige Raj
11 - Kukurampola	Sriyananda Kalupahana
