ward	name
1 - Talaimannar	Barnabas Anthony Basker
2 - Talaimannar Pier East	Thavaseelan Saviththiri
3 - Thullukudiyiruppu	Jesuthasan John Nikals
4 - Pesalai	Gnanapiragasam Madutheen Peter
5 - Pesalai South	Anthonipillai Jorch Anistan
6 - Siruthoppu	Subramaniyam Pratheeban
7 - Puthukudiyiruppu	Sivasubramaniyam Jereeban
8 - Erukalampiddy	Suganthiny Constain Roche
9 - Thalvupadu	Ruban Roittan
10 - Tharapuram	Vamathevan Hitler
11 - Uylankulam	Thiruchchelvam Jeevanantham
11 - Uylankulam	Philip Vijayakumaran Daxshan
