ward	name
1 - Erlalai North East	Sivaparan Dinosan
2 - Erlalai West	Yogeswaran Alexram
3 - Erlalai Central	Nakenthiran Sayanthan
4 - Kuppilan	Sellathurai Surenthiran
5 - Punnalaikattuwan	Balasubramaniyam Rajanthan
6 - Erlalai South	Nirajmel Thanukeerthana
7 - Chunnakam East	Sanmukarasa Nishanthan
8 - Chunnakam West	Rajenthiran Sooriyavathanan
9 - Kandarodai	Kamalatheepan Vijayagowri
10 - Sanguveli	Yokarasa Imalathan
11 - Uduvil North	Kukanesan Srivasyan
12 - Chunnakam South	Mahenthiran Nishanthan
13 - Inuvil East	Sarveswaran Kopika
14 - Uduvil South	Sooriyakumar Subarna
15 - Uduvil South East	Paneerselvam Nirajmel
16 - Inuvil West	Veluppillai Rasenthiram
17 - Thavadi North	Raveenthiran Jayapiriyan
18 - Thavadi South	Balasingam Thirumaran
