ward	name
1 - Mederipitiya	Miyana Wathura Pahala Gamage Kumarasiri
2 - Kiriweldola	Keeriwala Gamagei Nimal Jayasinghe
3 - Kandilpana	Sebastian Lystra
4 - Thenipita	Kathireshan Kannan
4 - Thenipita	Rankadu Pattalage Pemarathna
5 - Deniyaya	Mahakumburage Sameera Harshanath
6 - Pallegama	Henegama Liyanage Duminda Sanjeewa Kumara
7 - Kolawenigama	Wathurawa Manage Ashoka Amarasiri
8 - Kotapola North	Chaminda Wickramasinghe Gunasekara
9 - Ilukpitiya	Mologgamuwa Hettige Ayesha Dilhani
10 - Kotapola South	Dayashantha Abeywickrama
11 - Waralla	Weragoda Arachchige Nihal Ajith
12 - Morawaka	Hewadu Godellage Ariyadasa
13 - Horagala	Horagala Gamage Dayarathna
