ward	name
1 - Wahala Kananke	Ranarolge Ajith Priyantha
2 - Puhulahena	Ranawaka Arachchige Kamani Mala Alwis
3 - Wellana	Weerasinghe Pathiranage Lahiru Sankalpa
4 - Kokmaduwa	Hallala Hondage Chaminda Premalal
5 - Ibbawala	Kananke Delapalage Dulip Kumara Waidyarathne
6 - Pathegama	Wijesekara Gamachchige Kamalawathie
7 - Midigama West	Gangabada Arachchige Noman Chandrika
8 - Midigama East	Dhammalage Suwendra Dhanapali
9 - Moodugamuwa	Liyanadurage Sudath Rohana
10 - Palalla	Kariyawasam Katukoliya Gamage Dayarathne
11 - Welipitiya	Mohamad Razik Mohamad Mahir
12 - Hallala	Karadugoda Kankanamge Anura Priyantha
13 - Udukawa	Weerasinghe Pathiranage Kamal
14 - Jayawickramapura	Hewa Walgamage Don Kavindrajith
15 - Watagedaramulla	Kammalgoda Mudalige Surendra Shriyananda
16 - Denipitiya	Kondarage Sameera Prabhash Darshana
17 - Polwatta	Hewa Lunuwilage Nelka Nadeeshani
18 - Polwathumodara	Uswaththage Anil Shantha Warshawithana
19 - Warakapitiya	Rajapaksha Arachchige Siripala
20 - Kotavila	Chamil Vithana
21 - Kamburugamuwa	Paranamanage Prasantha Rohan
22 - Henwala	Serasinghe Pathiranage Sampath Chaminda
23 - Mirissa	Asanka Duminda Kaluarachchi
24 - Mirissa Udupila	Barni Shrinath Senarathne
25 - Thalaramba	Hewapaththinige Pramod Indunith
