ward	name
1 - Wewagama	Vidane Arachchilage Sisira Kumara
2 - Jathuwangoda	Narasingha Lekamalage Nandasiri Narasinghe
3 - Kalawana	Kandam Arachchige Samanthika Lakmali Senevirathne
4 - Thapassarakanda	Priyanka Sujee Kaluarachchi
5 - Hangarangala	Udage Arachchilage Wineedarathne
6 - Delgoda	Kalubowilage Eemil Mahendra Gunathilaka
7 - Weddagala	Kolombugama Gilimalege Nimal Karunarathna
8 - Panapola	Panapola Kankanamalage Udaya Kumara
9 - Pothupitiya	Withanage Piyasena
10 - Rambuka	Thommadura Sumanasena
