ward	name
1 - Kohunugamuwa	Jayaweera Patabandige Nadee Tharanga
2 - Aluth Weediya	Mohomad Faruk Mohomad Fasli
3 - Galbokka	Mohomad Mohomad Mufallal
4 - Pelena West	Kaluthota Kuruwe Arachchige Manoj Udayakara
5 - Parana kade	Biyatiyas Silva Ubewikrama
6 - Hetti weediya	Singappuli Hewage Viraj Darshana
7 - Walliwala East	Serasingha Widanage Nihal
8 - Walliwala West	Thuduwe Waththage Shanika Rajiwa
9 - Maha Weediya	Saman Sugandaka Hettigoda Gamage
10 - Kapparathota South	Hewawasam Goluwa Marakkalge Sameera Nadeeshan
11 - Kapparathota North	Loku Yaddehige Krishantha Nayomani
