ward	name
1 - Ambanpitiya Nagarikaya	Widanelage Tharaka Dilanthi Kumari
2 - Habudugala	Kuranage Mary Antanan Shiranthi Perera
3 - Anguruwella	Siril Karunarathnage Pathmalatha Chandra Kumari
4 - Wewaladeniya	Nelundeniyalage Priyalal Aruna Shantha Aberathna
5 - Olagama	Senanayaka Ralalage Keshara Sudath Senanayaka
6 - Kurunduhinna	Saman Priyantha Jayarathna
7 - Madeyawa	Thilak Indranath Kudahetti
8 - Meepitiya	Wijahanpura Dewage Dharmasena
9 - Nilmalgoda	Debatapiti Dewalage Chamara Debatapitiya
10 - Pitihuma	Witharamalage Geetha Niroshana Witharana
11 - Gangoda	Addarage Harsha Sri Wijethunga
12 - Rockhill	Hangoda Dasanayakage Sarath Dasanayaka
