ward	name
1 - Peliyagoda Waththa	Sawariya Pich Priyadarshani
2 - Meegahawaththa North	Uduwara Arachchige Shyamalee
3 - Pattiya North	Harsha Abeykoon
4 - Pattiya East	Welathanthrilage Pasidu Maduranga Botheju
5 - Rohana Wihara Place	Gardin Arachchilage Don Madhushan Dushmantha
6 - Meegahawaththa South	Welathanthrilage Subadra Piyumi Kaushalya Botheju
7 - Peliyagoda Gangabada	Raj Kumar Dirshan
8 - Peliyagoda Gangabada East	Rajan Sudharshan
9 - Pattiya West	Ramanadan Kaniskar
10 - Gurukula School Place	Hetti Arachchige Malinda Rasika
