ward	name
1 - Peliyagoda Waththa	Solanga Arachchige Thamith Nihal Dias
2 - Meegahawaththa North	Hetti Arachchige Ruwan Cathuranga
3 - Pattiya North	Duwage Sithari Varjini Perera
4 - Pattiya East	Wasala Tanthri Mudalige Shehan Niranga Perera
5 - Rohana Wihara Place	Biyanwilage Don Peter Anthony
6 - Meegahawaththa South	Muththusami Loganadan
7 - Peliyagoda Gangabada	Sube Appu Kankanamalage Ruwan Nishantha
8 - Peliyagoda Gangabada East	Pahindara Dewage Nalin Chandima
9 - Pattiya West	Ranasinghe Arachchige Susantha Laksaman
10 - Gurukula School Place	Vithana Arachchige Dudley Indrajeewa
