ward	name
1 - Welivita	Wanasundara Arachchige Don Mahesh Chathuranga
2 - Hewagama	Udadeniya Viyannalage Indula Yasas Amarasinghe
3 - Kaduwela	Liyana Arachchige Dona Panchali Hasika
4 - Bomiriya North	Thanippulige Sumudu Keerthi Fernando
5 - Bomiriya South	Pitiduwa Gamage Gamunu Sampath
6 - Nawagamuwa	Liyana Arachchige Susith Nandana
7 - Ranala	Waruna Lakshan Kudaligama Vithana
8 - Dedigamuwa	Welathanthrige Sujeewa Botheju
9 - Koratota	Parana Gamage Nadeeshan Lakmal
10 - Pore	Kumarapeli Arachchige Hashan Madhusankha
11 - Malabe North	Denipitiyage Supun Kanishkha
12 - Malabe	Pattiyage Madhusankha Dilshan Pieris
13 - Thalahena	Paranathalage Chathura Nishanka Bandara
14 - Muththettugoda	Patabendige Don Suranga Lakmal Kumara
15 - Thalangama	Hettiarachchige Geeth Kumara Pathiraja
16 - Walpola	Kasun Gnanasekara
17 - Kalapaluwawa	Munasinghe Arachchige Deshan Madusankha
18 - Battaramulla	Kahahenage Waruna Pradeep Kumara
19 - Pelawatta	Hettiarachchige Lakshika Minuri
20 - Batapotha	Paranathalage Asanka Asela Bandara
21 - Jayawadanagama	Wellawaththa Arachchige Damayanthi Dilshani Silva
22 - Pothuarawa	Thudugalage Dhanushka Jayaranga Perera
23 - Wellangiriya	Lokuralalage Don Ushan Ravindu
24 - Arangala	Weerasinghe Arachchige Lasiru Sandun Madhuwantha Perera
25 - Hokandara	Narangoda Dewage Ranjani
26 - Boralugoda	Lakshan Rajinda Kodithuwakku Arachchige
27 - Athurugiriya	Iddagodage Tharusha Saumya Iddagoda
28 - Oruwala	Kodithuwakku Arachchige Virajith Supun Kumara
