ward	name
1 - Welivita	T.Amarasisri
2 - Hewagama	Karawita Widanalage Dona Chandani
3 - Kaduwela	Palihenage Don Saranapala
4 - Bomiriya North	K.D.Tilak Priyantha
5 - Bomiriya South	P.D.Siripala
6 - Nawagamuwa	A.W.Ananda Thilak Pushpakumara
7 - Ranala	Shiroshima Palihena
8 - Dedigamuwa	Basnagalage Don Misitha Ankalanka
9 - Koratota	Marasingha Arachchige Dilki Thilona
10 - Pore	K.D.Nandani
11 - Malabe North	Ranasingha Arachchige Dilshan Buddika Ranasingha
12 - Malabe	Mimanage Piyasena Perera
13 - Thalahena	U.D.Indrani perera
14 - Muththettugoda	H.D.Siripala
15 - Thalangama	Lakmi Navini Palihena
16 - Walpola	Ariyadasa Don Arachchige
17 - Kalapaluwawa	D.S.A.Nanayakkara
18 - Battaramulla	Gamini Gunasekara
19 - Pelawatta	W.L.D.Udayasiri Premalal
20 - Batapotha	Kema Karunathilaka
21 - Jayawadanagama	Randeer Waidyathilaka
22 - Pothuarawa	Pothu pitiyage Don Randima Chamari
23 - Wellangiriya	Kasun Asela Gamage
24 - Arangala	Sanjaya Madhushan Basnayake (Senanayaka)
25 - Hokandara	Isuru Lakshan
26 - Boralugoda	Shehan Jeewantha
27 - Athurugiriya	Sadun Chamod Nilantha
28 - Oruwala	W.G.Viraj Madhusanka
