ward	name
1 - Welivita	Semson Athula Wikramarachchi
2 - Hewagama	Egoda Withanage Asitha Niroshana
3 - Kaduwela	Gankanda Mudiyanselage Aruna Shantha
4 - Bomiriya North	Opatha Kankanamlage Dharmasena
5 - Bomiriya South	Susanthalal Mahendra Weerakkodi
6 - Nawagamuwa	Nalawaththage Priyankara Nelson Nalawaththage
7 - Ranala	Kannangara Arachchige Kreerthi Sri Saman Dharamathilaka
8 - Dedigamuwa	Walpolage Don Kawinda Damith Perera
9 - Koratota	Weerasuriyage Don Premasiri
10 - Pore	Hetti Arachchi Mathukandage Dayarathna
11 - Malabe North	Rambukana Widanapathirana Sarath
12 - Malabe	Damayanthi Balasuriya
13 - Thalahena	Wikramasingha Arachchige Don Susil Premarathna
14 - Muththettugoda	Dharmasena Ruwanpathirana
15 - Thalangama	Naraddage Leelarathna
16 - Walpola	Sunil Liyanage
17 - Kalapaluwawa	Somasiri Amarasingha
18 - Battaramulla	Hewa Kaluhala Mullage Gayantha Asela
19 - Pelawatta	Wanni Arachchige Gayantha Rukshan Perera
20 - Batapotha	Hewa Pathiranage Rasika Sanjiwani Perera
21 - Jayawadanagama	Meegaswatta Disanayaka Mudiyanselage Yasarathna Disanayaka
22 - Pothuarawa	Mawilage Dona Mala Damayanthi
23 - Wellangiriya	Aruna Nishantha Ranaweera
24 - Arangala	Koralege Rajitha Kelum Maligaspe
25 - Hokandara	Dandeniye gamge Sunitha Karunarathna
26 - Boralugoda	Ranpati Dewayalage Ranjith Rathnasiri
27 - Athurugiriya	Shantha Priyadrshana Srinith Jayagoda Arachchi
28 - Oruwala	Egodawithanage Aruna Sudarshana
