ward	name
1 -	Nishan Sanjaya Pieris
2 -	Lahiru Umesh Wijethunga Fernando
3 -	Jayaweera Patabadige Shanuth Wimanshana Samarakoon
4 -	Ranasinha Arachchilage Susantha Kumara
5 -	Poddiwala Hewage Anuradha Nalin Polgoda
6 -	Samarathunga Randunu Appuhamilage Surangi Renuka Samarathunga
7 -	Geeganage Sumith Kumara Weerasooriya
7 -	Sawujan Mohomad Musafik
8 -	Gardiyawasam Balage Nuwan Chathuranga
9 -	Marakkala manage Mallika De Silva
10 -	Wasala Mudiyanselage Sameera Sampath Bandara
11 -	Thennakoon Mudiyanselage Dharmasena
12 -	Loku Geeganage Thusitha Kosala Loku Geeganage
13 -	Dissanayaka Mudiyanselage Rukman Suranga Dissanayaka
14 -	Herath Mudiyanselage Saminda Thushara Herath
