ward	name
1 - Sellipigama	Nagalingam Madhiyogaraja
2 - Rampadeniya	Karuppiah Ganesan
3 - Kalugala	Govindaraj Kaliyamma
4 - Polpitiya	Solamuththu Thiruchelvam
5 - Jambuthenna	Sebasthian Jesu Mariyamma
6 - Kehelwarawa	Santhiralingam Chandrakumar
7 - Lakshapana	Mosas Anusha Jesmin
8 - Vidulipura	Marimuththu Thirukketheeshwaran
9 - Ginigathhena	Thamilmaran Navanidi
10 - Watawala	Ramar Sandiramohan
11 - Rosella	Sinniah Vamathevan
12 - Ruwanpura	Jeyaraj Ranjan
13 - Shanon	Nimal Charlsan
