ward	name
1 -	Nishamdeen Madhu
2 - mattakkuliya	Mohomad Siddhik Ali
2 - mattakkuliya	Jogger Morin Kanishta
2 - mattakkuliya	Munisami Nageshwaran
3 -	Mohommed Suver Mohammod Fausan
3 -	Mohommed Husein Sitthi Begam
4 - Mahawattha	Selladorai Dhashun Madushanka
4 - Mahawattha	Thuvan Fareed Thuvan Faslan
4 - Mahawattha	Mohommed Abdullah Mohommed Rizwan
5 - Aluth Mawatha	Mohammed Infiyas Muhammed
5 - Aluth Mawatha	Sivalingam Kavishka
6 - Lunupokuna	Rumesh Dhananjaya Master
6 - Lunupokuna	Mohommed Fahim Hafrai
7 - Kotahena West	Bala Krishnan Padmini
8 - Kotahena East	Naseer Khan Kupra Begam
9 - Bluemendal	Puwak Dandawa Muhandiramge Hasitha Buddhika
9 - Bluemendal	Mohammed Ansar Ahamed Aflal
10 -	Sasmitha Ilancheliyan
11 -	Rathnasodhi Mayilvaganam
12 - Dematagoda	Anandan Dinesh
12 - Dematagoda	Dissanayake Mudiyanselage Buddhi Priyankara Manju Sri
12 - Dematagoda	Karunarathne Arachchige Duminda Prasad
13 - Maligawatte East	Thuwan Ramsindin Thuwan Rifnas
14 -	Thuwan Fareed Thuwan Nasleen
14 -	Mohammed Najibdeen Mohammed Rajabdeen
15 -	Fausil Abdul Rahuman
16 -	Thuwan Riyasak Kunchir
17 -	Mohammed Nihar Nishath Ahmed
18 -	Manoharan Vinod
19 -	Basnayake Mudiyanselage Iresha Nidirani Bandara
20 -	Mohammed Nasar Mohammed Waseem
21 -	Kanagasekaran Sujee Kumar
22 -	Fathima Fasmina Samath
23 -	Mohammed Sahir Ishardullahak
24 -	Fathima Sameera
25 - Pankchikawatte	Sinnathambi Vairundha Vasagam
26 -	Muhammadu Buhari Abdul Rahuman
27 - Maradana	Antany Thiyago Selvin
27 - Maradana	Nadarajah Vimalraj
28 - Kuppiyawatta East	Don Gayan Suranga Wijesinghe
29 - Wanathamulla	Edirimuni Heshan Muditha Chandrasiri
29 - Wanathamulla	Fathumma Shanas Siddhik
30 - Borella North	Hewa Pathiranage Chanaka Nishantha
30 - Borella North	Paragoda Liyanage Pathmasiri
31 - Kuppiyawatta West	Thrima Vithana Weerasiri
32 - Hunupitiya	Mohammed Mansoor Mohammed Irshad
33 - Wekanda	Hewage Don Suranga Sampath
34 -	Suppaiah Achari Jayasangar
35 -	Rupika Priyangani Gunawardane
36 - Kuruduwatta	Sasindu Dilshan Rathnaweera
37 - Borella South	Shanmugam Stephen
38 - Gothamipura	Don Peduru Liyanage Ranjith
39 - Narahenpita	Alakolan Gedara Pradeep Kumarasinghe
40 - Thibirigasyaya	Paveen Navinda Vithanage
40 - Thibirigasyaya	Konrad Silvester Royan
41 -	Camilia Michael
41 -	Joseph Andrew Mervin Fernando
42 - Kirula	Thavasi Raja Nagulan
42 - Kirula	Suresh Prathikshan
43 - Kirulapana	Dona Dishna Nilani Wickramarathne
43 - Kirulapana	Dissanayake Mudiyanselage Lahiru Sidath Dissanayake
44 - Pamankada East	Dangamuwage Janaka Rathnaweera
45 - Pamankada West	Chandrasekaram Krishor
46 -	Rajendran Pavithran
46 -	Ravindran Udesh
47 -	Mariyage Maheshvari
