ward	name
1 -	M.Rejin Farina
2 - mattakkuliya	P.M.Sunitha Perera
2 - mattakkuliya	P.K.A.Shantha Perera
2 - mattakkuliya	K.L.D.Dayana Niroshani
3 -	K.D.Sudam Indrajith
3 -	D.Irangani Silva
4 - Mahawattha	P.R.R.Mallika Perera
4 - Mahawattha	L.D.Maduranga Dias
4 - Mahawattha	W.A.G.Priyantha Wickramarachchi
5 - Aluth Mawatha	I.D.Karunasena
5 - Aluth Mawatha	B.G.Suwarnalatha
6 - Lunupokuna	S.Pushpawathi
6 - Lunupokuna	N.Sunil Jayantha
7 - Kotahena West	S.Sebesthiyan Amma
8 - Kotahena East	Hanwallage Ranjani
9 - Bluemendal	A.K.Asitha Dilrukshan
9 - Bluemendal	N.D.Priyanthi Silva
10 -	N.U.Madubashini Franando
11 -	Thangaiya Vijekumar
12 - Dematagoda	D.R.S.Iddamalgoda
12 - Dematagoda	D.R.Maduwanthi Kumari
12 - Dematagoda	B.I.G.Sanjeewa Priyadarshana
13 - Maligawatte East	M.W.Isuru Sampath
14 -	N.T.Navanjana Silva
14 -	Pushpanadan Sagayalli
15 -	R.A.Lahiru Lakmal
16 -	H.Damith Janz
17 -	W.J.A.Shely Weerasingha
18 -	W.J.A.Prabath Weerasingha
19 -	W.B.Anula Wijesingha
20 -	Manannalage Piyadasa
21 -	M.A.S.Mohomad Shaheed
22 -	W.A.Tharindu Nimesh
23 -	H.A.N.Channa Kumara
24 -	W.A.Nisansala Dilrukshi
25 - Pankchikawatte	H.A.Sadun Lakshan
26 -	W.A.Upul Nishantha
27 - Maradana	A.T.Indika Silva
27 - Maradana	S.A.Mangalika
28 - Kuppiyawatta East	N.G.Nadun Anuradha
29 - Wanathamulla	D.L.Roshanthika Iddamalgoda
29 - Wanathamulla	N.Hishan Bishman
30 - Borella North	J.Geethanjali Kannangara
30 - Borella North	M.A.Sulfikar
31 - Kuppiyawatta West	A.H.K.Saduni Chathumali
32 - Hunupitiya	M.Naushad Nihmathullah
33 - Wekanda	M.N.Mohomad Abubakkar
34 -	G.Nipun Shaminda
35 -	S.A.Dinith Rashmika
36 - Kuruduwatta	R.A.J.Rohan Ranaweera
37 - Borella South	B.K.N.Dilrukshi Gunasekara
38 - Gothamipura	K.Shalani Perera
39 - Narahenpita	K.Arachchige Padma
40 - Thibirigasyaya	K.G.Vihaga Sankalpa
40 - Thibirigasyaya	Kingsly Nilushan
41 -	W.A.Eranga Sandamali
41 -	P.W.Shashmika Prarthana
42 - Kirula	A.A.N.Lakshan Dilruksha
42 - Kirula	W.A.Asantha Perera
43 - Kirulapana	Prakash Kumar
43 - Kirulapana	D.W.Prasad
44 - Pamankada East	Muniyasami Sivaranjani
45 - Pamankada West	N.P.Sujatha Perera
46 -	M.P.Isuru Vimukthi
46 -	Dilutha Tharaka
47 -	Roshan Chaminda
