ward	name
1 -	Aluthgedara Chaminda
2 - mattakkuliya	Piladuwa Madduma Bogahawattage Roy Nishantha
2 - mattakkuliya	Arumugan Sangralingan Kiritharan
2 - mattakkuliya	Mohomed Rasheed Laheer
3 -	Padmanadan Wasantha Kumar
3 -	Abdul Jabar Mohomed Fayis
4 - Mahawattha	Ahamad Muhammadu Kalid
4 - Mahawattha	Athuraliya Bandarage Tharanga Shanaka
4 - Mahawattha	Marathappan Balasuresh Kumar
5 - Aluth Mawatha	Manjula Rajendran
5 - Aluth Mawatha	Kannangara Arachchige Roshan Nilantha Perera
6 - Lunupokuna	Walimuni Mahendra Darshana De Silva
6 - Lunupokuna	Thangawel Sivakumar
7 - Kotahena West	Antony Yadli Fernando
8 - Kotahena East	Krishan John Ram
9 - Bluemendal	Liyanage Wasanthi Sriya Kumari Wijesiri
9 - Bluemendal	Thalangama Dissanayakege Anoma Sharmali Perera
10 -	Sulaiman Rafaideen Mohomed Rizwan
11 -	Eduksooriyage Don Ajith Sri Perera
12 - Dematagoda	Wickramasinghe Arachchige Upul Rohana Perera
12 - Dematagoda	Mohomed Riyaz Kapoor
12 - Dematagoda	Radini Pradeepkumar
13 - Maligawatte East	Mohamed Saruk Mohamed Riza
14 -	Mohamed Sameer Sahabdeen
14 -	Thrimanna Hettige Thilina Prasad Chamikara
15 -	Mohomed Hussain Mohomed Naufer
16 -	Ibrahim Mohomed Naushad
17 -	Mohomed Najeem Mohomed Bafik
18 -	Arumugam Udayar Siva
19 -	Weerawardhana Pathirannahalage Anura Sujeewa Kumara
20 -	NoorDeen Mohomed Thajudeen
21 -	Mohomed Anwar Mohomed Dilshan
22 -	Suherul Ameer Muhamath Saajith
23 -	Abdhul Majid Aseesh Mohamad Fasuldeen
24 -	Uluvita Gamage Saman Nishantha
25 - Pankchikawatte	Nilar Mohamad Puwad
26 -	Anagi Apasara Amarasinghe
27 - Maradana	Thuppahi Aarachchige Madhuka Rashangi Almedha
27 - Maradana	Mohamad Mujibur Rahman
28 - Kuppiyawatta East	Ishak Upul Wasantha Vikramasinghe
29 - Wanathamulla	Subasinghe Aarchchilage Kushan Manju Sri Subasinghe
29 - Wanathamulla	Alawdin Aslam
30 - Borella North	Koralage Niluka Nawodhini Silva
30 - Borella North	Alpitiya Vidanage Nalin Prasanna
31 - Kuppiyawatta West	Marakandhage Rukashan Perera
32 - Hunupitiya	Mohamad Sajahan Ayinash Nawash
33 - Wekanda	Mohamed Arshad Nishamdeen
34 -	Hewagajaman Athula Paththinige
35 -	Mohomed Ali Liyathan Ali
36 - Kuruduwatta	Samaradiwakara Peremal Jayanthi Karunarathne
37 - Borella South	Sahul Hameed Mohamed
38 - Gothamipura	Welendra Mulacharige Prabash Rangana
39 - Narahenpita	Liyanage Don Brishan Rupasinghe
40 - Thibirigasyaya	Darmapalage Vinittha
40 - Thibirigasyaya	Jayangi Nirupika Prasanna
41 -	Neai Sajida Lafeer
41 -	Jayendra Chathuranga Dewapura
42 - Kirula	Thuwan Mohamed Hasheem Munna
42 - Kirula	ShanthiKumar Michael
43 - Kirulapana	Illamperumage Wijesinghe
43 - Kirulapana	Anuradha Wimalarathne
44 - Pamankada East	Hettiarachchige Duminda Prabath Perera
45 - Pamankada West	Gopalakrishnan Vishnukanth
46 -	Mohomed Hamdun Mohomed Farzan
46 -	Kuruppu Wijendran Wijekumar
47 -	Sinnathambi Baskara
