ward	name
1 -	------------------------------------
2 - mattakkuliya	Balachandran Prasad
2 - mattakkuliya	------------------------------------
2 - mattakkuliya	------------------------------------
3 -	------------------------------------
3 -	Mohomad Aliyar Muhammad Munir
4 - Mahawattha	Padurdeen Ifamdeen
4 - Mahawattha	Suresh Kumar Pradeep Kumara
4 - Mahawattha	Mohamad Rajabdeen Fathima Fazna
5 - Aluth Mawatha	Rasaiya Rathikadevi
5 - Aluth Mawatha	Rasaiya Supun Sewwndika
6 - Lunupokuna	Attanam Hettige Siriyawathi
6 - Lunupokuna	Ruban Sudarshani
7 - Kotahena West	------------------------------------
8 - Kotahena East	------------------------------------
9 - Bluemendal	------------------------------------
9 - Bluemendal	------------------------------------
10 -	Rajendran Suriyagandan
11 -	Mohomad Abdul Cadeer
12 - Dematagoda	------------------------------------
12 - Dematagoda	------------------------------------
12 - Dematagoda	------------------------------------
13 - Maligawatte East	------------------------------------
14 -	mohomad Rumi Abdur Rahman
14 -	------------------------------------
15 -	Mohomad Nayeem Mohomad Riyas
16 -	Mohomad Haleem Mohomad Azeem
17 -	Mohomad Zanith Ramin
18 -	------------------------------------
19 -	------------------------------------
20 -	Jeinul Abdeen Mohomad Naufer
21 -	------------------------------------
22 -	------------------------------------
23 -	------------------------------------
24 -	------------------------------------
25 - Pankchikawatte	------------------------------------
26 -	------------------------------------
27 - Maradana	------------------------------------
27 - Maradana	------------------------------------
28 - Kuppiyawatta East	------------------------------------
29 - Wanathamulla	Kalinga Nishshanka Chamara
29 - Wanathamulla	Jayaprakash Anthony Dilip Kumar
30 - Borella North	------------------------------------
30 - Borella North	------------------------------------
31 - Kuppiyawatta West	Uranaliyana Gamage Oshadha Warna
32 - Hunupitiya	------------------------------------
33 - Wekanda	------------------------------------
34 -	------------------------------------
35 -	------------------------------------
36 - Kuruduwatta	------------------------------------
37 - Borella South	Priyantha Hettiarachchi
38 - Gothamipura	------------------------------------
39 - Narahenpita	------------------------------------
40 - Thibirigasyaya	------------------------------------
40 - Thibirigasyaya	------------------------------------
41 -	------------------------------------
41 -	Ekanayaka Mudiyanselage Nilmini Kumari
42 - Kirula	Kanaganadan Baby Padmini
42 - Kirula	------------------------------------
43 - Kirulapana	Sagaya Mery
43 - Kirulapana	Razaiya Chandani
44 - Pamankada East	Mogandas Subashini
45 - Pamankada West	------------------------------------
46 -	Sinnappan Padmini
46 -	Ragawelu Ravikumara
47 -	Sivakumar Filamina
