ward	name
1 -	Mylvaganam Logeswari
2 - mattakkuliya	Selladurai Rajendran
2 - mattakkuliya	Rengasamy Sivakumar
2 - mattakkuliya	Ramasamy Karunagaran
3 -	Muniyandi Saravanan
3 -	Weerahennadige Sunil Fernando
4 - Mahawattha	Rajendran Kajendran
4 - Mahawattha	Muniyandi Ramesh
4 - Mahawattha	P.Sivam Nadaraja
5 - Aluth Mawatha	Ethige Sanath Janaka Silva
5 - Aluth Mawatha	Sinhara Mudalige Niruksha Nanda Kumara
6 - Lunupokuna	Sundararajan Prasath
6 - Lunupokuna	Umadevi Ramanathan
7 - Kotahena West	Jude Ranjan Morais
8 - Kotahena East	Nadaraja Satheesh
9 - Bluemendal	Subathradevi Rajendran
9 - Bluemendal	Murugaiya Chandramogan
10 -	Sellaiah Yogeswari
11 -	Karuppaiah Wijayasundharan
12 - Dematagoda	Chandrika Kiriyella
12 - Dematagoda	Senaratne Chameera Roshan
22 -	N.Marimuthu
13 - Maligawatte East	S.Jayaraj
14 -	Subaramaniyam Madhavar
14 -	T.Sakthivel
15 -	S.Selvakumaran
16 -	Sidamparam Mangaleswaran
17 -	Anthony Joseph Fernando
18 -	A.J. Fernando
19 -	Eranthinam Ravindiran
20 -	Mohamed Bazeer Amal Pandi
21 -	Cader Mohideen Yusuf Izzadeen
22 -	Abdull Gaffar Haji Ismail
23 -	Ismail Abdul Aseem
24 -	I.F.Akil Shihab
25 - Pankchikawatte	Erulappan Balasubramanium
26 -	M.Zafrulla Dhalley
27 - Maradana	Marikkar Bazeer Mohamed Ismail
27 - Maradana	S.H. Mohamed Jiffry
28 - Kuppiyawatta East	Balakrisnan Riswani
29 - Wanathamulla	Yapa Abewardena Chandrika
29 - Wanathamulla	Don Nishansala Priyadarsani Kannangara
30 - Borella North	M.A.G. Asela Sampath
30 - Borella North	T.Thilakaratnam
31 - Kuppiyawatta West	S.Nageswary
32 - Hunupitiya	P.M.Nandakumar
33 - Wekanda	S.Chandiravadhani
34 -	N.Thillainathan
35 -	Sockalingam Arulnathan
36 - Kuruduwatta	M.Ployepernetus
37 - Borella South	W.A.I.Thushara Weerathunga
38 - Gothamipura	S.Rathinam Rathesan
39 - Narahenpita	D.P.A.Anurudda Priyanga Gunarathne
40 - Thibirigasyaya	Regina Fernando
40 - Thibirigasyaya	Subramanium Navarathnam
41 -	Vijayakumaran Prashanthini
41 -	M.T.Mohamed Aslam
42 - Kirula	Joseph Jacob
42 - Kirula	Selvanayagam Alexander
43 - Kirulapana	Kanapathipillai Sylvester Selvan
43 - Kirulapana	N. Puvaneswaran
44 - Pamankada East	K. Vignaraja
45 - Pamankada West	Kathirgamam Nishanthan
46 -	Sivasamy Sathiyaseelan
46 -	A.C. Karalasingham
47 -	N.Kumaraguruparan
