ward	name
1 - Mirihana South	Meddawitage Nilusha Lakmini Rafil
2 - Mirihana North	Hewadan Koluwage Aravinda
3 - Madiwela	Weerappuli Gamage Dinusha Chamikara Ranaweera
4 - Pragathipura	Hathwellage Buddimali
5 - Udahamulla	Hiniduma Kapuge Piumi Nisansala
6 - Thalapathpitiya	Ahangama Thuppahigeyi Dulmini Kaweesha Diwyangalee
7 - Pamunuwa	Metiwila Aracharige Don Thushara Sampath
8 - Thalawathugoda	Dilani Nirosha Lokumanna
9 - Kalalgoda	Rathnayaka Mudiyanselaga Niranjith Sumudu Kumara Danapala
10 - Depanama	Rathnayaka Mudiyanselage Wimukthi Deshan
11 - Kottawa West	Morawakage Yahampath Kawshana Perera
12 - Kottawa East	Porage Padma Suranga Perera
13 - Rukmale	Rajapaksha Pathirage Anurada Ariyarathna
14 - Makumbura	Withana Arachchige Suranga Lakmal Jayasundara
15 - Kottawa South	Morawakage Ananda Janaka Perera
16 - Kottawa Town	Pattiyage Anupama Kalhari Pieris
17 - Pannipitiya	Thennakoon Mudiyanselage Sudesh Sanjeewa Thennakoon
18 - Maharagama South	Jayakodi Arachchige Don Sisil Wasantha
19 - Maharagama North	Wedage Ruwani Nadeesha Wijesingha
20 - Pathiragoda	Shanthinad Rajapaksha
21 - Nawinna	Niranjan Laknath Hapuarachchi
22 - Gangodawila	Wijesingha Arachchige Neluka Wijesingha
23 - Wattegedara	Thepulangoda Mudiyanselage Sameera Sampath
24 - Godigamuwa North	Nainangala Widanelage Shyama Nilanka Samaranayaka
25 - Godigamuwa South	Balasooriya Rallage Wijayathilaka Balasooriya
