ward	name
1 - Mirihana South	Donald Ranasinghe
2 - Mirihana North	Marasinghe Arachchilage Rasika Darshana
3 - Madiwela	Indu Thunruwana Hewapathirana
4 - Pragathipura	Kadigamuwage Samantha
5 - Udahamulla	Ranasinghe Mudiyanselage Prasanna Sanjeewa Perera
6 - Thalapathpitiya	Andrayahewa Chamila Thushari
7 - Pamunuwa	Dewaraja Pathirannehelage Wijaya Bandara Wickramasinghe
8 - Thalawathugoda	Thamullage Weerasiri
9 - Kalalgoda	Randeniya Gamage Madhura Priyantha
10 - Depanama	Abesinghe Arachchige Lembert Appuhami
11 - Kottawa West	Rampatige Suresh Anura Kumara
12 - Kottawa East	Anhettige Don Shehani Nisansala
13 - Rukmale	Wijesinghe Arachchige Don Sumith
14 - Makumbura	Don Nandasena Abeysiriwardhana
15 - Kottawa South	Hewa Pedige Kasun Pradeep Kumara
16 - Kottawa Town	jayawardhana Thellamure Liyanage Yasapala
17 - Pannipitiya	Kasthurisinghe Arachchilage Pradeep Sandaruwan
18 - Maharagama South	Narahenpitage Iresha Udayangani Perera
19 - Maharagama North	Edirisinghe Arachchige Udeshika Nishanthi Perera
20 - Pathiragoda	Kasthurisinghe Arachchige Wijesinghe
21 - Nawinna	Nakandana Arachchige Don Kolitha Sanjaya Dharmasena
22 - Gangodawila	Siyambalagodage Kumudu Nishantha
23 - Wattegedara	Kasthirisinghe Arachchilage Champika Damayanthi
24 - Godigamuwa North	Weerapperuma Achchi Athukoralage Sanjeewani Duleeka
25 - Godigamuwa South	Neeliya Amarasiri
