ward	name
1 - Mirihana South	Rathnayakage Vinumi Kawinya Rathnayake
2 - Mirihana North	Govikula Arachchige Iresh Shamana Perera
3 - Madiwela	Elvitige Don Deepthi Priyadarshana
4 - Pragathipura	Hemmanagama Ralalage Prasad Madusanka Bandara
5 - Udahamulla	Wasala Mudiyanselage Ihillagolla Walawwe Irusha Nishanthi Ihillagolla
6 - Thalapathpitiya	Kodagoda Gamage Ravindra Premalal
7 - Pamunuwa	Liyanage Irangani Ramyalatha
8 - Thalawathugoda	Kalutharage Lahiru Yasinda
9 - Kalalgoda	Malambage Haruna Shantha Sigera
10 - Depanama	Sri Suddasinhe Rathna Bandarage Dhanushka Jayawardhane
11 - Kottawa West	Hithanadura Shantha de Silva
12 - Kottawa East	Singan Kuttige Chaminda Laksiri
13 - Rukmale	Gangoda Wilage Don Kithsiri
14 - Makumbura	Kelambi Arachchige Sajee
15 - Kottawa South	Wedippuli Arachchige Nandalal
16 - Kottawa Town	Gamage Don Chandani Priyadarshani
17 - Pannipitiya	Weliwaththage Upul Ravindra Perera
18 - Maharagama South	Nadeeshani Rangika Samarasinghe
19 - Maharagama North	Katuwawalage Don Upul Sisira Kumara
20 - Pathiragoda	Halgamuwa Gamachchige Nishan Niroshan
21 - Nawinna	Weerappulige Saliya Fernando
22 - Gangodawila	Kasthuri Thennakoon Arachchilage Wasantha Kumara
23 - Wattegedara	Kankanamge Dushmantha Kumara Pieris
24 - Godigamuwa North	Kumudu Priyankara Liyanage
25 - Godigamuwa South	Elvitigalage Don Sisila Priyantha Elvitigala
