ward	name
1 - Kurupeththa	Don Seeman Mahadurage Nimal
2 - Magammana	Pattti Vidanelage Niroshima Sandamali Wijerathna
3 - Kelegama	Mohommad Haris Mohommad Roomi
4 - Kanangama	Udawaththe Gamladdalage Sarath Wijesiri
5 - Atulugamwela	Ranasingha Arachchilage Vimukthi Kumara Jayarathna
6 - Ihala Thalduwa	Korale kankanamalage Pradeep Madhushanka Darmasena
7 - Pahala Thalduwa	Wijesekara Maha Vidanlage Suren Rangana Perera
8 - Dehiowita	Hewaralalage Yashodha Lalanga Padmasiri
9 - Walpola	Kanaka Sabe Sirideeban
10 - Boralankada	Dadigama Kolambage Nishan Maduranga Premachandra
11 - Dikkella	Neketh kiyannalage Nimal Jayalath
12 - Batangala	Kande Arachchilage Ishantha Amila Kande Arachchi
13 - Bomaluwa	Asamana Dewayalage Anjula Nishantha
14 - Maniyangama	Atulugamage Damidu Chaminda Atulugama
15 - Madola	Kodikara Arachchige Athula Jayasiri
16 - Welangalla	Upasaka Ralalage Ananda Chandrasiri Karunarathna
17 - Panawala	Balasooriya Arachchilage Neetha Balasooriya
18 - Hinguralakanda	Udahenkanda Lekamalage Gasitha Nilantha Jayathilaka
19 - Ambalampitiya	Hewayalage Amarawathi
20 - Imbulpitiya	Jayasinghage Don Thushara Sanjeewan Amarasiri
