ward	name
1 - Kurupeththa	Lasantha Samasiri Ananda Wickramasinghe
2 - Magammana	Hingurala Arachchillage Chaminda Priyankara Kumara
3 - Kelegama	Wedikkarage Sajeewa Pushpa Kumara
4 - Kanangama	Dawunda Mudiyanselage Chandima Dileepa Madhushanka Perera
5 - Atulugamwela	Liyanage Suranji Pushpalatha
6 - Ihala Thalduwa	Ulupenge Vidanalage Premani
7 - Pahala Thalduwa	Kankanam Pathiranage Gayan Krishantha Kankanam Pathirana
8 - Dehiowita	Ranawaka Achchige Nilanga Greshanda Alwis
9 - Walpola	Karupayya Nishan
10 - Boralankada	Wickrama Arachchilage Thushantha Prasad Wickramaarchchi
11 - Dikkella	Warnakulasooriyage Samantha Ladika Kumara
12 - Batangala	Kasthuri Arachchillage Mahinda Ranaweera
13 - Bomaluwa	Uduwalage Sudharma Lakmali Wijesekara
14 - Maniyangama	Anguralage Sunanda Priyadarshana Jayasingha
15 - Madola	Kande Kankanamalage Aruna Shantha Deshapriya
16 - Welangalla	Elapathage Asanga Kulasooriya Senavirathna
17 - Panawala	Galaboda Kankanamalage Wijerathna
18 - Hinguralakanda	Kalanchi Dewage Shammi Niroshan Bandara
19 - Ambalampitiya	Udahenkanda Lekamalage Jeewani Dissanayaka
20 - Imbulpitiya	Hingurage Don Laknuwan Jayarathna
