ward	name
1 - Kurupeththa	Weda Gamaralalage Nishantha Gunathilaka
2 - Magammana	Jayamunige Sumith Nandasiri
3 - Kelegama	Durage Wickramapala
4 - Kanangama	Hel Arambagamaralalage Nimalasiri
5 - Atulugamwela	Ranhoti Pedige Ruwan Pushpa Kumara
6 - Ihala Thalduwa	Mapa Ralalage Palitha Chandana Kusum Mapa
7 - Pahala Thalduwa	Kankanamalage Gamini Karunarathna
8 - Dehiowita	Kande Vidanelage Upali
9 - Walpola	Sandamannage Duminda Sampath Sandamanna
10 - Boralankada	Galpatha Ralalage Amila Madhushanka
11 - Dikkella	Pahalanayaka Arachchilage Ranjith Somarathna
12 - Batangala	Mullayalage Thusitha Lakshman Wickramasinghe
13 - Bomaluwa	Don Ranasinghe Weerasekaralage Priyantha Weerasekara
14 - Maniyangama	Don Priyantha Ranjith Jayasinghe
15 - Madola	Mullayalage Eranga Lakmal Samarathunga
16 - Welangalla	Lekamalage Chinthaka Prasad Aberathna
17 - Panawala	Weerappulige Jayantha Weerasiri
18 - Hinguralakanda	Wellasami Thiruchelvi
19 - Ambalampitiya	Dewa Passalage Janaranjani
20 - Imbulpitiya	Hulawalige Nimalika Chandrakanthi
