ward	name
1 -	Karunanayaka Pathiranalage Madhushi Punya Karunanayaka Pathirana
2 -	Alwiti Kankanalamalage Wajirasena Perera
3 -	Rajakaruna Liyana Athukoralage Piyum Madhawa Rajakaruna
4 -	Muthukuda Arachchige Chandrasiri
4 -	Wijesooriya Arachchige Susantha Wijesooriya
5 -	Kaleli Pathirannahalage Manoj Prasad Kumara Senarathna
6 -	Athukorala Dona Laxmi Surangi Athukorala
7 -	Samarathunga Randunu Appuhamilage Thushara Priyadarshana
8 -	Mallawa Pathirannahalage Janitha Chathuranga Indrawansha
9 -	Korale Gamarallage Achini Lakmali Chandrasekara
10 -	Mohamed Issadeen Nilamdeen
10 -	Hewasinghe Pedige Nimal Santha
11 -	Adh Lasees Mohommadu Gawus
11 -	Mohommadu Fayis Mohamad Shameer
12 -	Dhahanayaka Arachchige Shyama Suranji Dhahanayaka
13 -	Thriwanka Prabha Vinodh Ranasinghe
13 -	Hetti Arachchi Pathiranage Hansika Deepanjali Priyadarshani
14 -	Vithanawasamlage Nimesh Madhushan Vithanage
15 -	Wickramarachchi Millawalage Charitha Nuwan Wickramarachchi
16 -	Ranthali Wedaarchchige Chathura Jeewan Weerasinghe
17 -	Lokuhitige Pradeep Madhuranga Somasiri
18 -	Weerappulige Sanath Kumara
19 -	Thambugala Athukoralalage Himudu Keshila
19 -	Danansooriya Bogodage Samila Anjuka
20 -	Kankani Achchi Kankanamalage Lasidhu Upeka
21 -	Rajapaksha Pathirannahelage Sunil Gunasekara
22 -	Hettikanda Arachchilage Visintha Prakash Wijesinghe
23 -	Dunuvila Pathirannahalage Asan Sandaruwan Kularathna
24 -	Hapuarachchige Dushantha Mihiran Hapuarachchi
25 -	Mapa Appuhamillage Upali Sarath Kumara
