ward	name
1 - Munaichenai	Abdul Rauf Mohamedu Asmi
2 - Kurinchakerny	Mohamedu Ali Hishbullah
3 - Kakamunai	Mohamedu Nazeer Mohamed Jeshmin Ziyath
4 - Soorangal	Nazardeen Ziyath
5 - Naduuthu	Nazardeen muhamadu Ziraj
6 - Maharoofgramam	Mohamedu Anifa Abdul Hathi
7 - Poovarasanthivu	Kajultheen Ramjani
8 - Ayiliyady	Abdul Kafoor Fasmeer
