ward	name
1 - pahala vitiyala	Hewa Passaperuma Vijith Sanjeewa
2 - Thihagoda	Thirumbara Liyanage Chandana Udayakumara
3 - Batuvita	Lakshman Nirmal Samarasinghe
4 - Yatiyana	Prasad Shalinda Saruwa Bandara
5 - kapuduwa	Nishantha Wickramarathna
6 - Naimbala	Jayawickrama Kankanam Arachchige Sarath Hemakumara
7 - kithalagama	Galamula Hewage Sujith Priyantha
8 - Aththudawa	Ramanayake Mahanthe Mulle Gamagei Sidath Srimal Ramanayaka
9 - Nadugala	Hewa Bambarendage Lasantha Sanjeewa
10 - palatuwa	Amarasooriyage Rangani Samudrika Dias
