ward	name
1 - Kabagamuwa	Nikapitiya Arachchillage Chamara Prabhath Weerasinghe
2 - Puspane	Wickrama Arachchillage Anura Wickramaarachchi
3 - Bulathkohupitiya	Karandakaduwe Gedara Mahinda Dissanayake
4 - Ihala Newusmiyar	Bamunu Arachchillage Asanka Indajith Prabharathne
5 - Uduwa	Rajapakshage Chandrasiri Rajapaksha
6 - Kendawa	Horathal Pedige Suranga Sampath
7 - Lewala	Perumbadage Shashini Ann Shanika Pinto
8 - Wegalla	Hewa Pathiranage Dhammika Ajith Priyadarshana
9 - Ampagala	Galabadage Ajith Lal Padmasiri
10 - Panapitiya	Jayalath Arachchillage Indika Udaya Kumara
11 - Dedugala	Jayasooriya Arachchilage Nandana Pushpa Kumara Jayasooriya
