ward	name
1 - Kabagamuwa	Liyana Arachchillage Rathnathilaka Liyanarachchi
2 - Puspane	Gallath Rallage Susantha Senarathna
3 - Bulathkohupitiya	Horatal Pedige Jagath Premachandra Leelarathna
4 - Ihala Newusmiyar	Dissanayake Arachchillage Udayanga Mahesh Dissanayake
5 - Uduwa	Yodage Bandula Pushpakumara
6 - Kendawa	Devatha Pedige Ajith Priyanka Nayanakantha
7 - Lewala	Ravichandran Gautham Jayachandran
8 - Wegalla	Ilandara Pelige Janaka Pradeep Gunapala
9 - Ampagala	Upasaka Gedara Sachini Thivanka Godagama
10 - Panapitiya	Walpola Gamaralalage Sumith Walpola
11 - Dedugala	Amarasingha Arachchilage Nudisha Lasanthi
