ward	name
1 - Galmetiyawa North	Rathnayake Mudiyanselage Imoda Udayanga Kapila Bandara
2 - Thampalakamam	Sivaghanam Thiruchelvam
3 - Pokuruny	Rathnayake Mudiyanselage Jagath Prasanna
4 - Meeranagar	Mallawa Pathiranage Sarath Chandrasiri
5 - Sirajnagar	Abdul Hasan Aasaath
6 - Galmetiyawa South	Kibul Liyadde Gedara Sarath Kumarasiri
7 - Mullipothane North	Abdul Muththalib Japarulla
8 - Mullipothane East	Waduge Thilakasiri
9 - Mullipothane	Alikan Azmeer
10 - Mullipothane South	Ekanayake Mudiyanselage Sepalika Kumari
