ward	name
1 - Galmetiyawa North	Basnayake Mudiyanselage Wajira Gunarathne
2 - Thampalakamam	Vinayagamurthi Kiridaran
3 - Pokuruny	Vijey Antony
4 - Meeranagar	Muhammadu Marsuk Munira
5 - Sirajnagar	Siddick Alipullah
6 - Galmetiyawa South	Abagahawaththe Gedara Champika Bandara
7 - Mullipothane North	Dahanayake Mudiyanselage Chandana Dahanayake
8 - Mullipothane East	Segu Abdullah Mohamed Saheer
9 - Mullipothane	Abdul Faridu Muhammadu Farsath
10 - Mullipothane South	Rathnayake Mudiyanselage Kudabanda
