ward	name
1 - Rajaela	Manna Gedara Somananda
1 - Rajaela	Lindapitiye Gedara Naleen Saman Bandara Lindapitiya
2 - Helboda	Arapuli Gedara Ajantha Bandara
3 - Protoft	Mayalagan Ramachandran
4 - sangilipalama	Uduwaka Lekhamlage Sarath
5 - Helsirigama	Godakumbure Gedara Susantha Godakumbura
6 - maaswela	Ranasingha Arachchige Manoja Sanathani
7 - kadadora	Uthuwana Danagama Gedara Roshan Indika
8 - Mallanda	Damipalle Vidana Pathiranalage Dinesh Kumara Priyasad
8 - Mallanda	Samarakoon Mudiyanselage Hasitha Prasad Samarakoon
9 - Ruwanpura	Wijesooriya Arachchige Sisira Namal Wijesooriya
10 - Hapugasthalawa	Kandasamy Iliyaraja
11 - Harangala	Dalpitiya Mudiyanselage Jayathilaka Bandara
12 - kalapitiya	Amarakoon Mudiyanselage Punchibanda
13 - niyanganadara	Alankara Kapu Gedara Jinasena
14 - Ramboda	Rammandalage Shantha Weerarathna Rammandala
15 - Labukelle	Yakadagaha Gedara Damitha Priyanga Premarathna
15 - Labukelle	Munusamy Kamaladasan
16 - Poondaluoya	Warnakula Jayasooriya Colomba Mahapatabandige Lalith Perera
17 - Kadadorapitiya	Welagedara Kapila Senarath Welagedara
17 - Kadadorapitiya	Senaweera Arachchilage Mahinda Kumara Senaweera
18 - Madakumbura	Hapudeniye Gedara Sisira Kumara
19 - Maldeniya	Kariyawasam Hikkaduwe Liyanaarachchilage Kanthi Priyangika
20 - Godamadiththa	Lool Baduge Ajith Premalal
21 - Nawathispane	Wickramakaluthotage Chamara Subhashitha De Silva
22 - katabulawa	Medagedara Sunil Ranasighe
23 - Queensbery	Muttuvel Kamala
24 - Rawanagoga	Samayamanthree Chaminda Priyashantha Samayamanthree
25 - Medakubura	Balakrishnan Sharmila
26 - Sheen	Veerasamy Puwaneshvaram
27 - Dansinan	Sri Nivasagam Nageshvari
28 - Kudaoya	Malavi Sirineris Chandrawathi
