ward	name
1 - Jangulla	Rathnayaka Mudiyanselage Renuka Rathnayaka
2 - Bogoda	Sandirasegaran Mithra
2 - Bogoda	Jayathungage Nandana Kumara
3 - Anthuduwawela	Rajapaksha Mudiyanselage Udayamala
4 - Haliela	Karupanan Sureshkumar
4 - Haliela	Manikkam Selvakumar
5 - Bogahamadithta	Pushparaj Thiruramakrishnan
6 - Mahawathtegama	Mohomad Hanifa Mohomad Rafik
7 - Welikemulla	Raman Gnanasekaran
8 - Imbulgoda	Mahendan Kobinath
9 - Kandana	Rathnasami Sivakumar
10 - Springvalley	Selladore Wijayaraj
11 - Medagama	Selladurei Wijarajan
12 - Uduwara	Suriya Mudiyanselage Swarna Padmini Menike
12 - Uduwara	Arumugam Sasikumar
13 - Morethota	Dissanayake Mudiyanselage Chandrika Dissanayake
14 - Niliathugoda	Basnayaka Mudiyanselage Wasantha Basnayaka
15 - Attampitiya	Rathnayaka Mudiyanselage Upali Rathnayaka
15 - Attampitiya	Ghnanasekar Pidurshan
16 - Wepassawela	Rathnasami Prabhakaran
17 - Katugaha	Selvadoray Kokiladevi
18 - Maligathenna	Suppaiya Sasikumar
19 - Kurukudhe	Selwaraj Vikneshwaran
20 - Maliththa	Abdul Rahuman Mahammad Marsuk
