ward	name
1 - Neelapola	Wickramasinghe Arachchilage Ayesh Madushan
2 - Navatkernykadu	Hulangamuwe Gedara Kularathna
3 - Selvanagar	Aliyar Nisar
4 - Seruvilla	Mahadura Gedara Janaka Thusara Sampath
5 - Dehiwatha	Madadeniye Gedara Dilmi Apsara Madadeniya
6 - Lingapuram	Selvarathnam Koneshwary
7 - Thanganagar	Rasadore Indrawathi
8 - Serunuwara	Alankarage Wilson Jayawardhana
9 - Mahawaligama	Kadawedduwa Gamage Dushanth Madusanka Gamage
10 - Somapura	Diyayawaththe Mahaduragedara Jayantha Kumara Rathnayaka
