ward	name
1 - Neelapola	Jayawickrama Arachchige Shantha Jayawickrama
2 - Navatkernykadu	Pallippichchai Riwas
3 - Selvanagar	Mohamadu Ramali Mohomad Fayas
4 - Seruvilla	Samasundara Hettilage Harshana Usith Hemantha
5 - Dehiwatha	Ramanayaka Don Sugath Prasanna Ramanayaka
6 - Lingapuram	Chithrawel Rajendini
7 - Thanganagar	Kandalingam Thangeshwaran
8 - Serunuwara	Rathnayaka Mudiyanselage Nilantha Kumar
9 - Mahawaligama	Asoka Herath Dissanayaka
10 - Somapura	Dissanayaka Arachchilage Shantha Kumara
