ward	name
1 - Pallebedda	Herath Mudiyanselage Rambanda
2 - Kolambageara	Bamunusinghe Liyanage Aberathna
3 - Udawalawa	Weerasinghe Nimal
4 - Rathkerewwa	Gamlakshage Upul Kithsiri
5 - Gangeyaya	Dasanayaka Mudiyanselage Madhubhashini Niluka Dasanayaka
6 - Maduwanwela	Kankanige Nimal Rajarathna
7 - Ranchamadama	Ranpatige Jayasena
8 - Walalgoda	Munasin Rajapaksha Amarasena
9 - Panamura	Bambarende Gamage Aruna Prasanga
10 - Diyapota	Agampodige Indika Chamila Kumara
11 - Mulendiyawala	Wijesundara Singamunige Jayathilaka
12 - Konkatuwa	Weraherage Sarath Nandasiri
13 - Thorakolayaya	Kankanam Gamage Nandasena
14 - Hingura	Wijesiri Mahadurage Buddhika Chathuranga
15 - Thunkama	Ekanayaka Jasinge Jayalath Susantha
16 - Kuttigala	Liyanaarachchige Kanthilatha
17 - Padalangala	Walgama Kodithuwakkuge Sachinthra Maduranga
