ward	name
1 - Akkaraipattu West	Cader Mohaideen Muhamedu Niyas
2 - New Mosque	Akbar Risath
3 - Technical College	Sulaimalebbe Muhamedu Fairoos
4 - Kadiriya - North	Jahfar Sanzeer
5 - Kadiriya - South	Mohamed Yusoof Abdul Azeez
6 - Akkaraipattu East	Athamlebbe Nasar
7 - Nooraniya	Muhammadu Muhaitheen Mohamed Aroos
8 - Badur	Muhamedu Subair Ahamed Mahir
9 - Akkaraipattu Town	Abbas Majeeth
10 - Town Mosque	Abusalihoo Ahmath Najeeb
11 - Grand Mosque	Abdul Majeed Maheesa
12 - Falah	Isatheen Fathima Mithra
