ward	name
1 - Akkaraipattu West	Abdul Kareem Bathurudeen
2 - New Mosque	Saleem Fathima Rushtha
3 - Technical College	Muhamedu Ibralebbe Muhamedu Jareen
4 - Kadiriya - North	Muhamedu Caseem Muhamed Yaseer
5 - Kadiriya - South	Alavutheen Salitha
6 - Akkaraipattu East	Nagoorthambi Arafath
7 - Nooraniya	Pallithambi Sainulabtheen
8 - Badur	Abdul Jabbar Muhamedu Jumrath
9 - Akkaraipattu Town	Athavullah Ahamed Sahi
10 - Town Mosque	Athavullah Ahamad Dilshan
11 - Grand Mosque	Uthuma Lebbe Uwais
12 - Falah	Abul Casim Muhamed Nuhman
