ward	name
1 - Diyabeduma	Simanmeru Pathiranage janaka Nalin kumara
2 - Koduruwawa	Bilida Dewayala Gedara Pradeep Kumara Premarathna
3 - Aththanakadawala	Gallena Waththe Gedara Nimal Rathnayaka
4 - Madudamana	Halagahawale Gedara Pathum Nethupiya Bandara
5 - Segala	Namal Arachchilage Lakshman Jayakodi
6 - Damanayaya	Herath Mudiyanselage Niroda Sampath Bandara
7 - Bakamoona	Abepitiye Gedara Dammika Chandani Manike
8 - Maluweyaya	Welegedara Madusha Chathuranga Kumara
9 - Elahera	Konara Mudiyanselage Kalubanda Rathninda
10 - Atharagallewa	Waththegedara Kumarasingha
