ward	name
1 -	Punchi Appuge Senavirathna
2 -	Mahinda Yasasirige Sepali Samanlatha Yasasiri
3 -	Niunhellage Dhammika Lakshman Niunhella
4 -	Don Mohottilage Chandana Dissanayaka
5 -	Kumara Hewage Nuwan Chamara Sampath
6 -	Adikari Mudiyanselage Sanjeewa Adikari
7 -	Suranga Deepal Thambavita
7 -	Kadar Aslam
8 -	Dissanayaka Mudiyanselage Deepa Priyanganee Dissanayaka
9 -	Liyana Waduge Leyrishami Uparathna
10 -	Hetti Arachchige Hirusha Sankalpa
11 -	Samarage Sumith Weerasinghe
12 -	Senavirathna Gomara Mudiyanselage Sagara Nihal Kumara
13 -	Lokubandage Herath Dissanayaka
14 -	Widanaralale Gedara Herath Mudiyanse
15 -	Jayasundara Herath Mudiyanselage Samantha Jayasundara
16 -	Hettiarachchige Rukman Lalith Kumara Hettiarachchi
