ward	name
1 - Jangulla	Saukenda Mudiyanselage Nirosha Malkanthi
2 - Bogoda	Rajapaksha Mudiyanselage Samaraweera
2 - Bogoda	Sudu Weli Kandage Dhammika Darshani Mendis
3 - Anthuduwawela	Thennakon Mudiyanselage Thushitha Samantha Bandara
4 - Haliela	Bahar Thuwan Aaji
4 - Haliela	Rathnayaka Mudiyanselage Nuwan Indika Karunarathna
5 - Bogahamadithta	Ediravira Jayasuriya Patabedige Chandra Kumari
6 - Mahawathtegama	Suranj Nandana Rajapaksha
7 - Welikemulla	Don Panditha Rathnage Sujiwa Kaushaliya
8 - Imbulgoda	Rathnayaka Mudiyanselage Sunil Jayasekara
9 - Kandana	Weerasinghe Mudiyanselage Upul Hemantha Weerasinghe
10 - Springvalley	Weerasingha Mudiyanselage Chaminda Darshana Weerasingha
11 - Medagama	Jayarathna Haluge Chathurika Lakmali
12 - Uduwara	Ogodapolage Indika Priya Shantha
12 - Uduwara	Thennakon Mudiyanselage Ranasinghe
13 - Morethota	Rathnayaka Mudiyanselage Ayesh Dushyantha Rathnayaka
14 - Niliathugoda	Athapaththu Mudiyanselage Lushantha Lakmal Athapaththu
15 - Attampitiya	Ramanayaka Mudiyanselage Sumith Bandara
15 - Attampitiya	Ponnaiya Wikneeswaran
16 - Wepassawela	Herath Mudiyanselage Mahinda Jayawardhana
17 - Katugaha	Karunawantha Mudiyanselage Chaminda Priyadarshana
18 - Maligathenna	Saukenda Mudiyanselage Upul Kumarasinghe
19 - Kurukudhe	Weerasinghe Daundalage Mangala Wasantha Kumara
20 - Maliththa	Kahawe Widanalage Don Samantha Pushpa Kumara
