ward	name
1 - Adikarigama	Adikaram Mudiyanselage Adikari Gedara Lalith Priyantha Bandara Adikaram
2 - Hakuruthale	Waththa Gedra Upali Darmasena Bandara
3 - Malulla	Basnayaka Mudiyanselage Sanjaya Madushanka Basnayaka
4 - Sangarajagama	Bodandarawa Gedara Kalum Bandara
5 - Hanguranketha	Weliyande Herath Mudiyanselage Pradeep Kumara Ranasingha
6 - Unanthenna	Pahala Gedara Ranasingha
7 - Rikillagaskada	Aththanayaka Mudiyanselaga Padma Kumari Aththanayaka
8 - Madanwala	Rathnayaka Mudiyanselage Madduma Banda
9 - Udawaththa	Rathnayaka Mudiyanselage Nawarathna Banda
10 - Happawara	Weledurayala Gedra Jayarathna
11 - Makuruppa	Rathnayaka Mudiyanselage Wijerathna
12 - Uthalumada	Herath Mudiyanselage Gedra Herath Bandara
13 - Poramadulla	Upasaka Ralalage Gedara Kumara Karunarathna
14 - Gannewa	Rajanayaka Mudiyanselage Samanthi Mala
15 - Karaamidula	Nallaperuma Mudiyanselage Rathnayaka
16 - Rahathungoda	Mahatharana Mudiyanselage Gamagedra Gamini Bandara
17 - Dehipe	Rathnayaka Mudiyanselage Piyathilaka Bandara Rathnayak
18 - Idampitiya	Pussala Gedra Nimal Rohitha
19 - Mooloya	Kuruppu Thanthrige Buddini Imalka Thanthrige
20 - Hope	Rathnayaka Mudiyanselage Nirosha Rathnayaka
21 - Elamulla	Disanayaka Mudiyanselage Munasingha Bandara Dissanayaka
22 - Mathurata	Beragama Arachchige Abayasiri Beragama Arachchi
23 - Gonapitiya	Hendri Witharanage Brijantha Nayanapriya Upekshaka Witharanage
24 - Mandaram Nuwara	KeleKoralalage Nandana Thilakasiri
