ward	name
1 - Varani	Thampiraja Rajanikanthan
2 - Nawatkadu Karambai	Sellan Uthayamohan
3 - Manthuwil	Vijayaruban Bharathpathma
4 - Sarasalai	Vasanthan Maliny
5 - Madduwil North	Pancharathnam Balaruban
6 - Madduvil Chandirapuram	Vasanthan Sumathy
7 - Kaithadi North	Nakan Balasubramaniyam
8 - Kaithadi South	Nadesapillai Raveendraraj
9 - Madduvil - Nunavil	Logeswaran Sivagowry
10 - Meesalai - Ramavil	Subramaiyam Subatheesh
11 - Kodikamam Town	Rajadurai Balakrishnan
12 - Usan Mirusuvil	Thillaiyampalam Sivarasa
13 - Karambaham Eluthumadduval	Sadaiyan Yogarajah
14 - Vidaththalpalai-Palavi	Rasaraththinam Sivapalan
15 - Kachchai - Allarai	Kanthasamy Senthuran
16 - Thanankalappu - Marawanpulo	Sivarasa Sivakulan
17 - Nawatkuli	Thillainathar Thangavelu
