ward	name
1 - Varani	Sinnaiya Sujeevan
2 - Nawatkadu Karambai	Selvavinayagam Nishanth
3 - Manthuwil	Gunarathinam Kugananthan
4 - Sarasalai	Suntharam Jeyasiri
5 - Madduwil North	Nirojini Kamalanathan
6 - Madduvil Chandirapuram	Thangarasa Vithushan
7 - Kaithadi North	Sivarasa Babilaraj
8 - Kaithadi South	Subramaniam Labeenthiran
9 - Madduvil - Nunavil	Manokaran Thevaranjika
10 - Meesalai - Ramavil	Kanthasamy Sivakumar
11 - Kodikamam Town	Yogalingam Mathusuthan
12 - Usan Mirusuvil	Rasalingam Renukanth
13 - Karambaham Eluthumadduval	Sri Balasubramaniam Disanthan
14 - Vidaththalpalai-Palavi	Sithamparapillai Thevarasa
15 - Kachchai - Allarai	Santhirarasa Yatheesan
16 - Thanankalappu - Marawanpulo	Makilrasa Thavalojini
17 - Nawatkuli	Sivanathan Sivathas
