ward	name
1 - Buluthota	Mailwaganam Selwakumara
1 - Buluthota	Weerasinghage Nalin Sampath
2 - Kolonna	Kirimanannalage Chaminda Sampath
3 - Ranhotikanda	Suduhakuruge Jayathilaka
4 - Kumburugamuwa	Henagge Chandana Bandara Jayathilaka
5 - Maduwanwela Peranigama	Jayamanna Kankanange Newton Wasantha
6 - Buthkanda	Samarappullige Chaminda Deepthi Kumara
7 - Boraluwageaina	Sameera Udayakumara Manamperi
8 - Kella	Wanniarachchige Sarath Kumara Wanniarachchi
9 - Koppakanda	Mathara Gamage Terrance Krishantha Rajapaksha
10 - Omalpe	Samarasinge Wijitha
