ward	name
1 - Kandiyapitawewa	Kumburegedara Arachchilage Nishantha Kumara
2 - Kotaweheramankada	Weerasinha Mudiyanselage Ajith Anura Weerasingha
3 - Hambegamuwa	Dissanayaka Mudiyanselage Dhanusha Lahiru
4 - Mahawewa	Thanthirige Chandima Dilrukshi
5 - Sooriyaara	Aluth Gamage Rathnakumara Aluth Gamage
6 - Siththarama	Dissanayaka Mudiyanselage Chamil Krishantha
7 - Seenukkuwa	Wickrama Kaluthotage Shantha
8 -	Ellewela Pahalage Nihal Wijesiri
9 - Katupilagama North	Jagodige Jagath Sunanda
10 - Katupilagama South	Geganage Thushara Jayalal Nishshanka
11 - Muthuminigama	Wickrama Arachchige Yasomi Geethika
12 - Sewanagala	Sudu Hakuruge Ajantha Priyakumara
13 - Indikolapalassa	Senarath Pathiranage Nalinda Kumara
14 - Habaraluwewa	Samarasingha Arachchige Buddhika Pushpa Kumara
15 - Kiri ibban wewa	Indika Priyadarshana Kodikara
16 - Samagipura	Jayathungage Sanjaya
17 - Nugegalayaya	Parana Witharana Gamage Gamini
18 - Haburugala	Hangidi Gedara Ariyathilaka
19 - Habaraththawela	Kothalawalage Rohan Kothalawala
20 - Mahagama	Athugala Mudalige Bhagya Shyamali Jayawardhana
