ward	name
1 -	Totupitiyage Anil Jayantha Perera
2 -	Lokuvitanage Chanaka Duminda
3 -	Thambavitage Munidasa
4 -	Thotupitiyage Upul Sanjeewa Perera
5 -	Pallage Nilanta Nandana Jayatilaka
6 -	Pitiyage Athula Indunil
7 -	Matara Archchige Malkanthi Perera
8 -	Jayawardana Konara Mudiyanselage Upul Kumara
9 -	Denawakage Chandrasiri Jayasingha
10 -	Kongenige Asantha Silva
11 -	Hathurusingha Rasika Samanta Silva
12 -	Halgaha Vitanage Dona Wasanthi Vinodani
