ward	name
1 -	Amarakoon Appuhamilage Amila Jayarathne
2 -	Hetti Arachchilage Supun Sandaruwan
3 -	Wasla Thanthirige Wijesiri
4 -	Thellabura Withanage Wasantha Padmasiri
5 -	Wagapedige Pradeep Chandrakumar
6 -	Mihindukulasooriyage Wijerathne
7 -	Wagapedige Erani Rashmika Maduwanthi
8 -	Kadawath Pedige Nilantha lakmal Jayasinghe
9 -	Game Kankanamge Vijitha Rohana
10 -	Mahamalage Wasantha Laxman Perera
11 -	Maddemagedara Nidahas Sandaruwan Jayawickrama
12 -	Athugal Pedilage Ajith Premadasa
13 -	Dushani Lokumudali
14 -	Warnakulasooriya Ponnakuttige Danston Antony Clancy Fernando
