ward	name
1 - Medapathana	Abdul Hameed Mohomad Rinaj
2 - Kailagoda	Mohommadu Ismaile Muthalip
3 - Badulla North	Jeynulabdeen Mohomad Nawsad
4 - Pitawelagama	Abdul Rahuman Abdul Nasar
5 - Badulla west	Jaylabdeen Mohomad Jannoor
6 - Katupelella	Mohomad Mubarak Rishana Begun
7 - Badulla Central	Mubarak Jeynul Abdeen
8 - Badulupitiya	Abdul Asees Shiyam Nagur
8 - Badulupitiya	Sirajudeen Mohomad Siyam
9 - Badulla East	Hussen Mohomad Jawfer
9 - Badulla East	Sherifdeen Mohomad Anees
10 - Hindagoda	Mohomad Hanefa Mohomad Abdul Asees
11 - Badulla South	Buhardeen Muhamad Husayin
12 - Hingurugamuwa	Muthalip Raseed Jemila Begam
13 - Kanupelella	Sahul Hameed Abdul Muthalif
