ward	name
1 - Pansalgodella	Mohammadu Ibrahim Riyas
2 - Buddayaya	Mohottiyar Riyal
3 - Sungavila	Ismayil Paluuddeen
4 - Nelumpura	Segu Abdul Nasar
5 - Patunugama	Vidana Arachchilage Indra Kumari Wijewardhana
6 - Kegalugama	Mahumudu Iesalebbe
7 - Senanayakapura	Mohamad Abdul Salam Mohamad Kiyas
8 - Hingurakdamana	Buhardeen Sithni Pareena
9 - Pulasthigama	Muhandiram Mudiyanselage Amila Chathuranga Iresh Kumara
10 - Thambala	Yusub Lebbe Najumudeen
11 - Alhilalpura	Adam Lebbe Irfan
11 - Alhilalpura	Seiyadu Mohammadu Suleyiman
12 - Lankapura	Heenkenda Mudiyanselage Nuwan Kasun Bandara
13 - Thalpotha	Najumudeen Yusub Sadik
