ward	name
1 - Pansalgodella	Kuda Thanthirige Manjula Nishantha Abeyrathna
2 - Buddayaya	Nawimana Vithanage Rajitha Madhusanka Vithanage
3 - Sungavila	Dahanaka Rallage Gamini Shantha Kumara
4 - Nelumpura	Kalil Mohomad Rishan
5 - Patunugama	Paththinikuttige Jayanath Wilmat Nonis
6 - Kegalugama	Gallida Waththe Gedara Lalith Senadeera Rathnayaka
7 - Senanayakapura	Pahala Henaka Ralalage Srimathi Kalyani Menike
8 - Hingurakdamana	Thewarapperuma Arachchige Indika Priyadarshana Thewarapperuma Arachchi
9 - Pulasthigama	Anwarama Chaminda Munaweera
10 - Thambala	Vithana Ralalage Sanju Dilhara
11 - Alhilalpura	Ranathunga Arachchige Nishan Shiwanka
11 - Alhilalpura	Herath Mudiyanselage Wathupitiye Gedara Gunathilaka
12 - Lankapura	Wilarachchige Don Sanjeewa Nalinda Kumara
13 - Thalpotha	Nilusha Malkanthi Kumarage
