ward	name
1 - Boraluketiya	Herbat Jayarathna
2 - Nanathotapalatha	Yakupiti Chaminee Sandamali
3 - Kosgoda	Jagamuni Nayana Kumari De Soysa
4 - Mahapitiya	Nevil Dhammika Perera Wickramarathna
5 - Katuwila	Dolamulla Kankanamge Kusum Jayanthika
6 - Bogahapitiya	Siwaneththi Sujith Priyantha De Silva
7 - Ahungalla	Kamal Sri Liyanage
8 - Wathuregama	Walimuni Yasawathee Mandis Wijesingha Wickramanayaka
9 - Pathegangoda	Manikkuwadura Suranga Manoja Kumara De Soysa
10 - Galmangoda	Arumadura Geethika Madushani De Silva
11 - Barahmanawaththa	Wijemuni Saman Silva
12 - Balapitiya	Pettagan Saman Ravindra Ubeywickrama De Silva
13 - Heenatiya	Idirimuni Harsha Chathuranga Sirisena
14 - Mahaladoowa	Sembakutti Rathnaseela
15 - Wathugedara	Gunawardana Sujith Kumara Jayasooriya
16 - Andadola	Manikkuwa Wadu Sanjeewa
17 - Randombe	Manimeldura Yasas Pushpasiri Mendis
18 - Wadumulla	Maligawe Sinharage Lakmal Prasanga
19 - Kandegoda	Kaludura Sanjeewa Priyananda Thabrew
