ward	name
1 - Karikaddumoolai North	Anthiresu Antani Mariyaseelan
2 -	Sellaththampi Piremraj
3 - MullaiNagar	Aruljokarasa vimalathevi
4 - Hijrapuram	Muhodeenthampi Mohammed Nijas
5 - Mulliyawalai West	Baluchsami Sureskumar
6 - Mulliyawalai East	Navaraththinam Nakenthirarasa
7 - Thanneerutu	Mayavar Pirapakaran
8 - Kanukeny	Kunam Theivamathan
9 - Mullaiyur	Thankavel Nikshan
10 - Karikaddumoolai East	Soosainathar Alvin Jeyakumar
11 - Kumulamunai	Kanakareththinam thangarasa
12 - Karikaddumoolai south	Thurairasa Sivaku?mar
13 - Welioya East	Merakal Pedilage Sunila Viyajanthi Samannayaka
