ward	name
1 -	Killi Kolam Nishan Chaminda
2 -	Koshinnage Rishan Kavin Dulanga Sumanawardhana
3 -	Weerappulige Prasanna Namal Kularathna
4 -	Biyagama Arachchige Ashen Idunil Priyadarshana
5 - EKALA	Priyantha Kumara Mayadunna
6 - NIWANDAMA	Jayakodi Arachchilage Don Shehan Maduranga
7 -	Kadupitige Dinush Kavindra De Silva
8 - ALEXANDRA ESTATE	Madurawalage Don Kavindu Prabath Kanishka
9 -	Kapuru Bandarage Dona Indrani
10 -	Ranawaka Arachchige Shuresh Chanaka Alwis
11 - DOLAHENA	Bemmullage Vipula Bernard Sydni Mendis
12 - POLPITIMOOKALANA	Hadalage Don Aruna Nipun Jayasingha
13 - BATUWATHTHA	Jayakodi Arachchige Don Sahan Udayanga
14 - NARANGODAPALUWA	Kasthuri Arachchige Don Sumedha Roshan Chaminda
15 -	Ranvalage Sahan Viduranga Pinthu Vijegunawardhana
16 -	Gurubavilage Asanka
17 -	Abeysinha Arachchige Dona Kawshalyya Sarojani
18 - RILAULLA	Geekiyanage Shane Angelo Gunawardhana
19 -	Herath Peruma Mudiyanselage Sachini Upeshika Kulawardhana
20 -	Killi Kolamge Thanuja Sithari Gunasekara
21 - JAYASAMARUGAMA	Walivita Wedage Sithija Prabasara
22 -	Hetti Arachchige Danushika Sandamali Perera
23 -	Thiramuni Kumara Fernando
24 -	Ranwalage Edward Ranjith Pinthu
25 -	Kuruppu Arachchige Roshen Ishara Rodrigo
26 - DAMBUWA	Kumburugamuwage Yesara Bimuthu Rathnasiri
